,ticker,marketCap,rolling_mk,reference_date_y
109869,ACM,7355990600.0,7337912439.18,2019-12-31
109617,ACM,10910991000.0,10207160454.38,2020-12-31
109366,ACM,11778686910.0,11159837778.6,2021-12-31
109116,ACM,12560959710.0,11642676501.6,2022-12-31
108864,ACM,14340264540.0,14882575780.2,2023-12-31
108809,ACM,12696150000.0,13518367352.2,2024-12-31
118476,AHH-PA,666714840.0,612738445.14,2019-12-31
118224,AHH-PA,1021688160.0,922698295.5,2020-12-31
117973,AHH-PA,1015922006.0,1036523137.02,2021-12-31
117723,AHH-PA,1092844423.0,987288197.04,2022-12-31
117471,AHH-PA,911011299.0,966313158.44,2023-12-31
117416,AHH-PA,703518012.0,814371078.28,2024-12-31
201994,AHT-PH,215089140.0,89809773.28,2019-12-31
201742,AHT-PH,328606310.0,406382182.12,2020-12-31
201491,AHT-PH,153651780.0,214844374.66,2021-12-31
201241,AHT-PH,67546920.0,75687368.4,2022-12-31
200989,AHT-PH,36640240.0,40548872.0,2023-12-31
200934,AHT-PH,40989900.0,42348434.74,2024-12-31
195687,AIP,667491993.0,648252346.173913,2020-12-31
195436,AIP,144463427.0,159554816.08,2021-12-31
195186,AIP,216849756.0,202579642.84,2022-12-31
194934,AIP,400423621.0,334344511.06,2023-12-31
194879,AIP,323265451.0,378771021.26,2024-12-31
231198,AIQUF,86692704540.0,83774337665.82,2019-12-31
230946,AIQUF,90915171505.0,88875973987.58,2020-12-31
230695,AIQUF,74139801461.0,72336252378.0,2021-12-31
230445,AIQUF,101751336362.0,95633015605.86,2022-12-31
230194,AIQUF,93824288865.0,98358214914.14,2023-12-31
230139,AIQUF,110436900746.0,104379766854.78,2024-12-31
121869,AJG,24073966000.0,22316166238.0,2019-12-31
121617,AJG,35461030000.0,34334349308.3,2020-12-31
121366,AJG,39859429940.0,40106357988.0,2021-12-31
121116,AJG,48647390880.0,51509729981.6,2022-12-31
120864,AJG,62248305000.0,63948126958.76,2023-12-31
120809,AJG,74456235000.0,69731021759.94,2024-12-31
145557,ALC,32277416000.0,30939062639.82,2019-12-31
145305,ALC,42697512000.0,40831015160.0,2020-12-31
145054,ALC,33712890000.0,31993163759.86,2021-12-31
144804,ALC,38528784000.0,36261839519.98,2022-12-31
144552,ALC,41986594000.0,43699424140.0,2023-12-31
144497,ALC,45657840000.0,44422854120.0,2024-12-31
35283,ALE,3227074000.0,2996166800.0,2019-12-31
35031,ALE,3536454999.0,3310338139.96,2020-12-31
34780,ALE,3689972000.0,3529034079.9,2021-12-31
34530,ALE,3516700000.0,3277132000.0,2022-12-31
34278,ALE,3745440000.0,3731329799.74,2023-12-31
34223,ALE,3792044000.0,3785185279.84,2024-12-31
90366,ALL-PI,33253825000.0,30395977679.96,2019-12-31
90114,ALL-PI,32718465000.0,32998563299.94,2020-12-31
89863,ALL-PI,35852639864.0,34447618269.18,2021-12-31
89613,ALL-PI,36702756000.0,35127143760.0,2022-12-31
89361,ALL-PI,50954397000.0,51652624740.0,2023-12-31
89306,ALL-PI,56522733925.0,51546037461.96,2024-12-31
142085,ALLGF,134269906.0,266546416.24,2023-12-31
142030,ALLGF,67134953.0,66385551.66,2024-12-31
50328,AMCR,18231730000.0,17847242600.0,2019-12-31
50076,AMCR,18051030000.0,18073276600.0,2020-12-31
49825,AMCR,17567250000.0,17465769999.96,2021-12-31
49575,AMCR,13871960000.0,13329744799.86,2022-12-31
49323,AMCR,13569220000.0,14759446799.9,2023-12-31
49268,AMCR,13771100000.0,14300602399.86,2024-12-31
119498,AOGOW,27078361.0,26192932.4,2020-12-31
119247,AOGOW,31195588.0,30862075.24,2021-12-31
118997,AOGOW,52099209.0,51826124.24,2022-12-31
118779,AOGOW,22787948.0,36009743.58,2023-12-31
118722,AOGOW,22241601.0,23764671.44,2024-12-31
70618,AOUT,238402970.0,212854880.28,2019-12-31
70366,AOUT,280096220.0,309063805.18,2020-12-31
70115,AOUT,133576620.0,125707366.66,2021-12-31
69865,AOUT,108217200.0,108219890.68,2022-12-31
69613,AOUT,195986400.0,144537261.84,2023-12-31
69558,AOUT,164910880.0,200491818.26,2024-12-31
99225,AQUNU,71251518.0,70994116.86,2021-12-31
98976,AQUNU,48627642.0,48510170.36,2022-12-31
98791,AQUNU,19622795.0,26222205.16,2023-12-31
98744,AQUNU,18827496.0,18931046.94,2024-12-31
114566,ATDS,9069097.5,4124833011.61,2019-12-31
114314,ATDS,1292304.0,881600851.96,2020-12-31
114063,ATDS,684672.0,2835817.2816000003,2021-12-31
113813,ATDS,284693.88,946246.7790000001,2022-12-31
113643,ATDS,33862.5,58307.1592,2023-12-31
113587,ATDS,222.52,9894.1392,2024-12-31
222272,ATMVR,75037783.0,74676256.48,2022-12-31
222080,ATMVR,53874450.0,63999912.0,2023-12-31
222031,ATMVR,54630583.0,54153274.06,2024-12-31
10520,AWK,27778070000.0,27854379599.96,2019-12-31
10268,AWK,34372520000.0,31973141199.9,2020-12-31
10017,AWK,27740439999.0,26909027599.92,2021-12-31
9767,AWK,25738050000.0,24924314999.88,2022-12-31
9515,AWK,24275550000.0,25999505999.9,2023-12-31
9460,AWK,27241499999.0,25638638999.92,2024-12-31
157235,AXS,4258660460.0,4176386437.2,2019-12-31
156983,AXS,4627825670.0,4437156194.2,2020-12-31
156732,AXS,4586411390.0,4647083762.2,2021-12-31
156482,AXS,4721289160.0,4714041380.0,2022-12-31
156230,AXS,7438408320.0,7309644699.1,2023-12-31
156175,AXS,8191251200.0,7691081607.94,2024-12-31
150706,AYI,4359240000.0,4014839679.98,2019-12-31
150454,AYI,7402578080.0,7316118092.98,2020-12-31
150203,AYI,5307469280.0,5807156447.2,2021-12-31
149953,AYI,6321873120.0,5616557935.2,2022-12-31
149701,AYI,9001401690.0,9821182714.12,2023-12-31
149646,AYI,8517503400.0,9452325533.92,2024-12-31
70710,BBNX,643514949.0,790362467.8918918,2024-12-31
225160,BCAX,947920100.0,1117472112.18,2023-12-31
225105,BCAX,750853970.0,640871501.62,2024-12-31
211838,BEN,12257595000.0,10972150980.0,2019-12-31
211586,BEN,16410100000.0,16530688039.76,2020-12-31
211335,BEN,12915648000.0,12489402240.0,2021-12-31
211085,BEN,14507730000.0,12288958000.0,2022-12-31
210833,BEN,10498046000.0,11049180480.0,2023-12-31
210778,BEN,10384218000.0,10389185040.0,2024-12-31
220479,BGB,557411487.0,549354032.4,2019-12-31
220227,BGB,602522513.0,616341672.42,2020-12-31
219976,BGB,472549161.0,476953069.12,2021-12-31
219726,BGB,505600804.0,491102745.46,2022-12-31
219474,BGB,546245391.0,553266632.2,2023-12-31
219419,BGB,538652446.0,550059729.58,2024-12-31
65740,BIOX,235702926.0,214253959.34,2019-12-31
65488,BIOX,581215240.0,574737197.3,2020-12-31
65237,BIOX,741737836.0,802877257.14,2021-12-31
64987,BIOX,862792664.0,753067808.06,2022-12-31
64735,BIOX,382432000.0,416300503.82,2023-12-31
64680,BIOX,256852000.0,344532998.42,2024-12-31
179142,BIP-PA,14591283000.0,14563722179.8,2019-12-31
178890,BIP-PA,18255162000.0,17491813439.96,2020-12-31
178639,BIP-PA,14202717000.0,16041599919.84,2021-12-31
178389,BIP-PA,14527721678.0,12488396783.98,2022-12-31
178137,BIP-PA,14677443000.0,15688382699.86,2023-12-31
178082,BIP-PA,10925851805.0,13592676328.84,2024-12-31
7909,BKGFY,1525122064.0,4190816288.44,2019-12-31
7657,BKGFY,1494853800.0,1354270280.0,2020-12-31
7406,BKGFY,979646925.0,960908155.66,2021-12-31
7156,BKGFY,1313477000.0,1206969059.96,2022-12-31
6906,BKGFY,5322621786.0,1845246734.16,2023-12-31
6851,BKGFY,5061028539.0,5031559259.06,2024-12-31
64434,BKUCF,22069739.0,15099093.36,2019-12-31
64182,BKUCF,5028379.2,6090020.900799999,2020-12-31
63931,BKUCF,15445905.0,18644972.44,2021-12-31
63681,BKUCF,13125550.0,11984356.712600002,2022-12-31
63432,BKUCF,18042539.0,11156744.3222,2023-12-31
63377,BKUCF,10700905.0,14305273.548,2024-12-31
184366,BMA,995566663.0,968007945.82,2019-12-31
184114,BMA,896457586.0,976844639.02,2020-12-31
183863,BMA,1049916802.0,910435163.32,2021-12-31
183613,BMA,1835115884.0,1526688532.5,2022-12-31
183361,BMA,6182964000.0,5447280640.32,2023-12-31
183306,BMA,5188680000.0,5934495240.0,2024-12-31
174291,BRKR,8216934000.0,7607211539.86,2019-12-31
174039,BRKR,12620064000.0,12258510179.94,2020-12-31
173788,BRKR,10054285000.0,9638462720.0,2021-12-31
173538,BRKR,10691340000.0,9385070099.96,2022-12-31
173286,BRKR,8681622000.0,8524710979.98,2023-12-31
173231,BRKR,6746200000.0,7821357759.98,2024-12-31
209264,BSPK,4928223.19,3629372.3101999997,2019-12-31
209012,BSPK,8530324.18,6834121.071199999,2020-12-31
208761,BSPK,42153.56,646928.8282,2021-12-31
208512,BSPK,360971.81,1310273.7804,2022-12-31
208294,BSPK,618227.78,1108056.3548,2023-12-31
208238,BSPK,643648.33,879278.5225999999,2024-12-31
63131,BTCY,4712044.39,5258586.392999999,2019-12-31
62879,BTCY,32135403.0,34350827.7,2020-12-31
62628,BTCY,3893318.91,8075160.516,2021-12-31
62378,BTCY,10326344.0,10122906.419200001,2022-12-31
62126,BTCY,6519777.5,7593065.291600001,2023-12-31
62069,BTCY,9208300.22,10907675.7084,2024-12-31
160157,BTE,300790336.0,270218589.8,2019-12-31
159905,BTE,1779540270.0,1796011095.72,2020-12-31
159654,BTE,2457634300.0,2678657908.0,2021-12-31
159404,BTE,2770340800.0,3172207103.92,2022-12-31
159152,BTE,2077674000.0,2226007605.66,2023-12-31
159097,BTE,1787766000.0,1905822979.84,2024-12-31
89060,BWB,349936901.0,334182751.88,2019-12-31
88808,BWB,497510181.0,501387058.78,2020-12-31
88557,BWB,488896358.0,512067950.78,2021-12-31
88307,BWB,376808213.0,300420938.66,2022-12-31
88055,BWB,369941600.0,403671731.12,2023-12-31
88000,BWB,382518314.0,383856466.52,2024-12-31
49022,BZZUY,2429344890.0,2434260933.94,2019-12-31
48770,BZZUY,2209200117.0,2276586891.9,2020-12-31
48519,BZZUY,1703212909.0,1647006883.14,2021-12-31
48269,BZZUY,2888056672.0,2622429511.1,2022-12-31
48046,BZZUY,6650599689.0,4278133258.84,2023-12-31
47991,BZZUY,10330992731.0,8597989968.96,2024-12-31
22445,CABA,239467762.0,312745038.72,2019-12-31
22193,CABA,109745411.0,292272712.08,2020-12-31
21942,CABA,272367489.0,128881351.06,2021-12-31
21692,CABA,1008683875.0,766226487.12,2022-12-31
21440,CABA,111089085.0,160391300.16,2023-12-31
21385,CABA,84173227.0,105373135.32,2024-12-31
168904,CANN,28148095.0,22244883.0,2019-12-31
168652,CANN,20969141.0,20793016.8,2020-12-31
168401,CANN,14574991.0,17897175.16,2021-12-31
168151,CANN,7613668.71,11062558.7624,2022-12-31
167899,CANN,1957437.36,4215961.21,2023-12-31
167844,CANN,3044902.56,3301740.0908,2024-12-31
155929,CAPV,106112.01,123089.93199999999,2019-12-31
155677,CAPV,27872884.0,16936617.7124,2020-12-31
155426,CAPV,6584145.9,8076552.3066,2021-12-31
155176,CAPV,5717233.36,6863776.719,2022-12-31
154925,CAPV,482837.37,690457.4334,2023-12-31
154870,CAPV,460890.21,486096.5182,2024-12-31
42025,CBIH,8297926.95,7532742.7126,2022-12-31
41776,CBIH,5248729.87,6602902.17,2023-12-31
41722,CBIH,8397967.78,7411206.568,2024-12-31
1060,CC,4106532366.0,3976130431.58,2019-12-31
808,CC,5366165905.0,5169226317.0,2020-12-31
557,CC,4594427320.0,4609431981.62,2021-12-31
307,CC,4686446501.0,4063746437.48,2022-12-31
55,CC,2529889710.0,2899386832.28,2023-12-31
0,CC,2164985526.0,2515800644.6,2024-12-31
14267,CERS,1168262080.0,1101358081.92,2019-12-31
14015,CERS,1188195180.0,1141484073.6,2020-12-31
13764,CERS,647794700.0,676883344.12,2021-12-31
13514,CERS,391426560.0,311474060.72,2022-12-31
13262,CERS,285552960.0,317484477.58,2023-12-31
13207,CERS,289745040.0,315575590.38,2024-12-31
28038,CGO,130743367.0,120352094.1,2019-12-31
27786,CGO,145701737.0,147627477.1,2020-12-31
27535,CGO,85354877.0,88917935.2,2021-12-31
27285,CGO,87771493.0,84952751.8,2022-12-31
27033,CGO,111634130.0,116183783.18,2023-12-31
26978,CGO,104087310.0,109250510.9,2024-12-31
177957,CLBR-UN,205996061.0,206919196.48,2020-12-31
177706,CLBR-UN,214331250.0,212670937.42,2021-12-31
177456,CLBR-UN,144748465.0,160466380.74,2022-12-31
177204,CLBR-UN,144181465.0,105275116.74,2023-12-31
177149,CLBR-UN,87413210.0,107722138.02,2024-12-31
171675,CLOV,6308380039.0,4497606528.46,2019-12-31
171423,CLOV,1759666581.0,2676957772.96,2020-12-31
171172,CLOV,444206768.0,601726932.18,2021-12-31
170922,CLOV,458538764.0,465503775.64,2022-12-31
170670,CLOV,1549394207.0,1714072677.12,2023-12-31
170615,CLOV,1874029184.0,2020803543.04,2024-12-31
77064,CMMB,216944435.0,50731241.86,2019-12-31
76812,CMMB,78691153.0,105909567.9,2020-12-31
76561,CMMB,37221872.0,25066604.0,2021-12-31
76311,CMMB,6636998.73,7850658.458,2022-12-31
76059,CMMB,31733240.0,28745756.92,2023-12-31
76004,CMMB,1169072.0,28300021.52,2024-12-31
141784,COGT,391694494.0,216553674.9,2019-12-31
141532,COGT,387008819.0,382894091.94,2020-12-31
141281,COGT,814859856.0,845875283.46,2021-12-31
141031,COGT,509974216.0,620850243.44,2022-12-31
140779,COGT,859291524.0,1024657030.24,2023-12-31
140724,COGT,817416794.0,871640971.4,2024-12-31
6479,CORZ,4109428300.0,4199223166.4,2023-12-31
6424,CORZ,2850219260.0,3361835499.96,2024-12-31
73055,CPMV,16979160.0,10037676.7288,2019-12-31
72803,CPMV,7380155.94,8237734.416,2020-12-31
72552,CPMV,7163252.91,8011628.0652,2021-12-31
72305,CPMV,4341868.2,3945218.2788,2022-12-31
72107,CPMV,5074196.64,6461812.8474,2023-12-31
72053,CPMV,5528645.51,6631443.8486,2024-12-31
18185,CQP,17061000000.0,19346228305.16,2019-12-31
17933,CQP,20444160000.0,20317642400.0,2020-12-31
17682,CQP,27525080000.0,27978297600.0,2021-12-31
17432,CQP,24098360000.0,27225871200.0,2022-12-31
17180,CQP,25710080000.0,25710370400.0,2023-12-31
17125,CQP,30240320000.0,30270908799.96,2024-12-31
61999,CRSR,3330465220.0,3083558933.48,2019-12-31
61747,CRSR,2001727750.0,2209007235.92,2020-12-31
61496,CRSR,1336441450.0,1493662903.98,2021-12-31
61246,CRSR,1453117800.0,1367899139.8,2022-12-31
60994,CRSR,690064170.0,726028849.8,2023-12-31
60939,CRSR,1055688480.0,1061299903.16,2024-12-31
229893,CRVL,632477660.0,562327843.2,2019-12-31
229641,CRVL,1212512370.0,1138900223.38,2020-12-31
229390,CRVL,835347800.0,863677886.0,2021-12-31
229140,CRVL,1409534400.0,1229914557.6,2022-12-31
228888,CRVL,5717428880.0,5852363490.4,2023-12-31
228833,CRVL,5702526360.0,5748991389.6,2024-12-31
169205,CSCI,8652122.7,9766507.027999999,2023-12-31
169150,CSCI,10057702.0,9076295.31,2024-12-31
100336,CZWI,119920680.0,102318250.86,2019-12-31
100084,CZWI,144003603.0,143546580.52,2020-12-31
99833,CZWI,125414181.0,135069926.3,2021-12-31
99583,CZWI,122259320.0,108364981.7,2022-12-31
99331,CZWI,166125420.0,159289128.24,2023-12-31
99276,CZWI,149808620.0,155953934.8,2024-12-31
16879,DDT,627505360.0,621920207.2,2019-12-31
16627,DDT,710699280.0,685776613.6,2020-12-31
16376,DDT,639680080.0,613859308.8,2021-12-31
16126,DDT,422135974.0,421785013.92,2022-12-31
15874,DDT,413931000.0,417025220.0,2023-12-31
15819,DDT,416580000.0,415391580.0,2024-12-31
94898,DIBS,475758965.0,523118659.28,2020-12-31
94647,DIBS,198301386.0,230927429.04,2021-12-31
94397,DIBS,186980653.0,174039833.44,2022-12-31
94145,DIBS,136352958.0,150827942.02,2023-12-31
94090,DIBS,112857110.0,140389622.3,2024-12-31
189734,DINO,4191603350.0,3782074784.36,2019-12-31
189482,DINO,5333994380.0,5402727730.3,2020-12-31
189231,DINO,10349927510.0,11521669351.38,2021-12-31
188981,DINO,10393534950.0,10219629807.0,2022-12-31
188729,DINO,6653891999.0,7545482773.7,2023-12-31
188674,DINO,6240493980.0,6667544759.28,2024-12-31
9214,DLOC,2624891.9,1913472.7158000001,2019-12-31
8962,DLOC,2407794.41,2288541.1964,2020-12-31
8711,DLOC,453112.74,631941.2366,2021-12-31
8461,DLOC,616364.03,660977.0474,2022-12-31
8210,DLOC,293506.68,515104.2262,2023-12-31
8155,DLOC,73376.67,87376.9388,2024-12-31
20971,DLR-PJ,39215563450.0,39131909540.68,2019-12-31
20719,DLR-PJ,50324113620.0,46647273624.06,2020-12-31
20468,DLR-PJ,29014602379.0,30104234240.2,2021-12-31
20218,DLR-PJ,41152006980.0,40196624823.56,2022-12-31
19966,DLR-PJ,58160161410.0,59538603986.12,2023-12-31
19911,DLR-PJ,50997143730.0,53321123156.44,2024-12-31
223553,DLR-PK,39215563450.0,39131909540.68,2019-12-31
223301,DLR-PK,50324113620.0,46647273624.06,2020-12-31
223050,DLR-PK,29014602379.0,30104234240.2,2021-12-31
222800,DLR-PK,41152006980.0,40196624823.56,2022-12-31
222548,DLR-PK,58160161410.0,59538603986.12,2023-12-31
222493,DLR-PK,50997143730.0,53321123156.44,2024-12-31
120563,EARN,160959787.0,147393522.94,2019-12-31
120311,EARN,136212131.0,147866037.28,2020-12-31
120060,EARN,91151680.0,93142135.24,2021-12-31
119810,EARN,91185674.0,87740551.6,2022-12-31
119558,EARN,169416438.0,160030145.12,2023-12-31
119503,EARN,166369240.0,167672360.74,2024-12-31
204324,ECX,2680139080.0,2676514301.88,2020-12-31
204102,ECX,1984251045.0,2436878824.84,2021-12-31
203852,ECX,1066317873.0,1068747458.0,2022-12-31
203600,ECX,704361738.0,614630725.74,2023-12-31
203545,ECX,918007004.0,719851019.54,2024-12-31
52940,EDAP,150782962.0,130458118.32,2019-12-31
52688,EDAP,200462154.0,191690613.02,2020-12-31
52437,EDAP,392966221.0,378057097.06,2021-12-31
52187,EDAP,195711790.0,206283192.1,2022-12-31
51935,EDAP,82285827.0,91719913.36,2023-12-31
51880,EDAP,80796491.0,89583574.36,2024-12-31
2366,EFX,23487912000.0,20691965719.98,2019-12-31
2114,EFX,35778938000.0,34571676759.88,2020-12-31
1863,EFX,23809100000.0,22842109500.0,2021-12-31
1613,EFX,30490857000.0,25702476840.0,2022-12-31
1361,EFX,31575915000.0,32544168719.78,2023-12-31
1306,EFX,30424640000.0,31293266939.9,2024-12-31
130177,EH,1155062042.0,794207747.18,2019-12-31
129925,EH,842868100.0,1164016663.96,2020-12-31
129674,EH,494491140.0,318041947.12,2021-12-31
129424,EH,1053620433.0,1001334519.1,2022-12-31
129172,EH,975444750.0,984697540.14,2023-12-31
129117,EH,812869092.0,1203620976.78,2024-12-31
32063,ESE,2687642360.0,2515557218.0,2019-12-31
31811,ESE,2335510470.0,2290919229.38,2020-12-31
31560,ESE,2264047020.0,2288741012.38,2021-12-31
31310,ESE,3019022910.0,2715557320.8,2022-12-31
31058,ESE,3430518765.0,3581429700.62,2023-12-31
31003,ESE,4299294280.0,3887593679.58,2024-12-31
192058,EVI,366579840.0,381914740.72,2019-12-31
191806,EVI,387314460.0,403059904.56,2020-12-31
191555,EVI,299186580.0,256016977.14,2021-12-31
191305,EVI,300398070.0,317996611.8,2022-12-31
191053,EVI,207399750.0,240297071.48,2023-12-31
190998,EVI,235416720.0,222084107.2,2024-12-31
105818,EXOD,492968911.0,506417072.42,2020-12-31
105567,EXOD,51951520.0,71698165.98,2021-12-31
105317,EXOD,72160264.0,99204676.24,2022-12-31
105144,EXOD,820168440.0,679199027.8,2023-12-31
105089,EXOD,1407225120.0,1173044785.58,2024-12-31
87754,FBIO,256299778.0,216663158.22,2019-12-31
87502,FBIO,215637825.0,247331856.68,2020-12-31
87251,FBIO,72926191.0,79091769.4,2021-12-31
87001,FBIO,32359363.0,24999488.9,2022-12-31
86749,FBIO,39985498.0,35899636.08,2023-12-31
86694,FBIO,33879338.0,34111766.28,2024-12-31
113535,FBRT,656717057.0,712233223.74,2020-12-31
113284,FBRT,1070606913.0,1146810887.34,2021-12-31
113034,FBRT,1117978344.0,1097522071.2,2022-12-31
112782,FBRT,1025622661.0,1059187788.9,2023-12-31
112727,FBRT,1071366365.0,1059021441.5,2024-12-31
134155,FCNCP,5637266899.0,5353719003.36,2019-12-31
133903,FCNCP,13094172325.0,8231861931.16,2020-12-31
133652,FCNCP,11064765885.0,11598242959.0,2021-12-31
133402,FCNCP,20615430439.0,20585838898.26,2022-12-31
133150,FCNCP,30376720581.0,30617435402.34,2023-12-31
133095,FCNCP,27009043606.0,29365972763.2,2024-12-31
163703,FCRX,766806600.0,789439408.64,2020-12-31
163452,FCRX,712262521.0,718773576.82,2021-12-31
163202,FCRX,867240199.0,871339206.4,2022-12-31
162950,FCRX,910653536.0,907050950.68,2023-12-31
162895,FCRX,919128399.0,913545963.24,2024-12-31
55552,FCT,301578752.0,290985586.4,2019-12-31
55300,FCT,313359659.0,311427442.92,2020-12-31
55049,FCT,247622145.0,255390916.44,2021-12-31
54799,FCT,262172384.0,255744094.32,2022-12-31
54547,FCT,268928572.0,269058489.58,2023-12-31
54492,FCT,266070343.0,268263005.18,2024-12-31
237728,FDBC,321205828.0,290556892.0,2019-12-31
237476,FDBC,333682701.0,302121887.4,2020-12-31
237225,FDBC,265435629.0,263418678.32,2021-12-31
236975,FDBC,330981997.0,298084564.9,2022-12-31
236723,FDBC,281848694.0,304938548.54,2023-12-31
236668,FDBC,257360201.0,254926367.98,2024-12-31
167212,FFIC,525890560.0,443433601.54,2019-12-31
166960,FFIC,759472200.0,755070079.2,2020-12-31
166709,FFIC,589539600.0,613388880.0,2021-12-31
166459,FFIC,488632000.0,424279639.96,2022-12-31
166207,FFIC,424715760.0,485516286.86,2023-12-31
166152,FFIC,398542800.0,419623929.6,2024-12-31
240029,FHSEY,47159934.0,72091619.68,2020-12-31
239782,FHSEY,5499784.27,8688935.3376,2021-12-31
239532,FHSEY,1592050.57,2962363.2315999996,2022-12-31
239328,FHSEY,2747104.63,5628707.5088,2023-12-31
239280,FHSEY,2692162.54,2305095.4974,2024-12-31
210532,FMCKN,5982990901.0,6226687355.58,2019-12-31
210280,FMCKN,1678449796.0,1812243927.98,2020-12-31
210029,FMCKN,5336100000.0,6374860799.88,2021-12-31
209782,FMCKN,8020320000.0,6054694800.0,2022-12-31
209565,FMCKN,29494079999.0,23668352399.78,2023-12-31
209510,FMCKN,31531500000.0,30191330399.74,2024-12-31
239034,FPH,367526959.0,340506443.32,2019-12-31
238782,FPH,445816012.0,438080422.4,2020-12-31
238531,FPH,329700624.0,313625949.88,2021-12-31
238281,FPH,211656118.0,179114851.38,2022-12-31
238029,FPH,561377522.0,535117731.86,2023-12-31
237974,FPH,380864533.0,619334802.12,2024-12-31
13132,FROG,5823069069.0,6214461979.5,2019-12-31
12880,FROG,2907149275.0,3167749169.44,2020-12-31
12629,FROG,2143366379.0,2275696393.34,2021-12-31
12379,FROG,3644779100.0,2927007202.0,2022-12-31
12127,FROG,3203366610.0,3334684434.4,2023-12-31
12072,FROG,3879160400.0,3919949272.88,2024-12-31
115872,G,7802568632.0,7533069988.24,2019-12-31
115620,G,9853653150.0,9511843237.64,2020-12-31
115369,G,8493771631.0,8365998313.74,2021-12-31
115119,G,6281004904.0,6161501140.74,2022-12-31
114867,G,7627722430.0,7671492268.34,2023-12-31
114812,G,8781700932.0,8840345803.1,2024-12-31
54246,GBCI,4392381504.0,4005482872.04,2019-12-31
53994,GBCI,6278087938.0,6323257249.24,2020-12-31
53743,GBCI,5474405811.0,6044687801.92,2021-12-31
53493,GBCI,4581747374.0,3891247440.78,2022-12-31
53241,GBCI,5694684746.0,6119849954.14,2023-12-31
53186,GBCI,5181006493.0,5483906570.16,2024-12-31
194633,GEMZ,578874.0,348771.585,2019-12-31
194381,GEMZ,66987.36,113259.99539999999,2020-12-31
194130,GEMZ,40598.4,82691.8364,2021-12-31
193880,GEMZ,3450.86,4433.4673999999995,2022-12-31
193666,GEMZ,1826.93,1292.6942,2023-12-31
193610,GEMZ,1550.86,1082.4436,2024-12-31
153318,GGB,6626874356.0,6063857968.34,2019-12-31
153066,GGB,6984798939.0,6741584657.86,2020-12-31
152815,GGB,8125650297.0,8147072466.0,2021-12-31
152565,GGB,8481684918.0,8107986919.16,2022-12-31
152313,GGB,6044575029.0,6887799922.46,2023-12-31
152258,GGB,6254456106.0,6128527459.5,2024-12-31
175597,GLBS,8992547.67,11932527.733,2019-12-31
175345,GLBS,18903578.0,22979549.56,2020-12-31
175094,GLBS,21611416.0,25176270.36,2021-12-31
174844,GLBS,54543097.0,43862529.38,2022-12-31
174592,GLBS,24081292.0,29580882.56,2023-12-31
174537,GLBS,25522053.0,26901067.1,2024-12-31
117372,GLTO,316025430.0,375833030.75,2019-12-31
117120,GLTO,76543329.0,77263392.38,2020-12-31
116869,GLTO,29483843.0,40577767.68,2021-12-31
116619,GLTO,19521126.0,16484506.0,2022-12-31
116367,GLTO,5324147.7,6879485.8152,2023-12-31
116312,GLTO,7671352.6,5411472.194800001,2024-12-31
86448,GNL-PB,1567958578.0,1463422940.3,2019-12-31
86196,GNL-PB,1582949660.0,1588481423.18,2020-12-31
85945,GNL-PB,1304539740.0,1331543816.4,2021-12-31
85695,GNL-PB,2291684000.0,2027322703.88,2022-12-31
85443,GNL-PB,1682381659.0,1722654322.56,2023-12-31
85388,GNL-PB,1847073960.0,1723199260.08,2024-12-31
216561,GNRV,33995635.0,33097611.7,2019-12-31
216309,GNRV,50488567.0,48907938.3,2020-12-31
216058,GNRV,38645326.0,39420340.44,2021-12-31
215809,GNRV,24148150.0,24753613.34,2022-12-31
215626,GNRV,13661013.0,16182264.14,2023-12-31
215572,GNRV,18741951.0,17869563.8,2024-12-31
19240,GPAK,11510693.0,15730866.306400001,2022-12-31
18986,GPAK,255793.19,308947.0144,2023-12-31
18929,GPAK,191844.89,272368.5882,2024-12-31
199380,GSCCF,1115105421.0,1039865150.0,2020-12-31
199129,GSCCF,576904332.0,733284005.82,2021-12-31
198879,GSCCF,224936940.0,211099039.28,2022-12-31
198631,GSCCF,215139964.0,301676748.14,2023-12-31
198575,GSCCF,217753000.0,226525702.14,2024-12-31
188262,HBAN,12857340000.0,12044380200.0,2019-12-31
188010,HBAN,22180544340.0,22646843686.74,2020-12-31
187759,HBAN,20346300000.0,21222489600.0,2021-12-31
187509,HBAN,18418560000.0,16162286399.94,2022-12-31
187257,HBAN,23635136140.0,24480898389.16,2023-12-31
187202,HBAN,22279312350.0,23491081111.94,2024-12-31
124855,HFFG,390388850.0,396449646.06,2019-12-31
124603,HFFG,454356076.0,408447852.0,2020-12-31
124352,HFFG,218483914.0,233347277.58,2021-12-31
124102,HFFG,285700957.0,250699914.7,2022-12-31
123850,HFFG,169252652.0,185556713.92,2023-12-31
123795,HFFG,219915979.0,132023367.12,2024-12-31
242270,HFRO,734087398.0,642126527.3,2019-12-31
242018,HFRO,796317662.0,810722388.84,2020-12-31
241767,HFRO,701649472.0,754225497.46,2021-12-31
241517,HFRO,524476871.0,542345913.76,2022-12-31
241265,HFRO,343134239.0,367596602.8,2023-12-31
241210,HFRO,349745689.0,369262688.14,2024-12-31
206874,HHH,4371406473.0,4024740038.66,2019-12-31
206622,HHH,5541896674.0,5031419274.7,2020-12-31
206371,HHH,3767506000.0,3422228519.88,2021-12-31
