,buy,hold,period,sell,strongBuy,strongSell,symbol
0,21,6,2025-01-01,1,9,0,TME
0,20,6,2024-12-01,1,8,0,TME
0,19,6,2024-11-01,1,8,0,TME
0,0,7,2025-02-01,2,0,2,CDLX
0,0,7,2025-01-01,2,0,2,CDLX
0,0,7,2024-12-01,2,0,2,CDLX
0,0,7,2024-11-01,2,0,2,CDLX
0,5,2,2025-02-01,0,5,0,DOX
0,5,2,2025-01-01,0,5,0,DOX
0,5,3,2024-12-01,0,6,0,DOX
0,5,3,2024-11-01,0,6,0,DOX
0,8,1,2025-02-01,0,1,0,MYO
0,9,1,2025-01-01,0,1,0,MYO
0,9,1,2024-12-01,0,1,0,MYO
0,9,1,2024-11-01,0,1,0,MYO
0,1,7,2025-02-01,6,1,1,BHF
0,0,8,2025-01-01,7,1,1,BHF
0,0,8,2024-12-01,7,1,1,BHF
0,0,8,2024-11-01,7,1,1,BHF
0,7,10,2025-02-01,1,5,0,GFS
0,7,10,2025-01-01,1,5,0,GFS
0,7,10,2024-12-01,0,5,0,GFS
0,6,10,2024-11-01,0,5,0,GFS
0,20,15,2025-02-01,2,5,0,ON
0,21,14,2025-01-01,2,5,0,ON
0,21,14,2024-12-01,2,5,0,ON
0,19,14,2024-11-01,2,5,0,ON
0,8,2,2025-02-01,0,6,0,PRAX
0,8,2,2025-01-01,0,6,0,PRAX
0,8,2,2024-12-01,0,6,0,PRAX
0,8,2,2024-11-01,0,6,0,PRAX
0,6,1,2025-02-01,0,4,0,PAYS
0,6,1,2025-01-01,0,4,0,PAYS
0,5,1,2024-12-01,0,4,0,PAYS
0,5,1,2024-11-01,0,4,0,PAYS
0,4,1,2024-07-01,0,2,0,SCKT
0,4,1,2024-06-01,0,2,0,SCKT
0,4,1,2024-05-01,0,2,0,SCKT
0,4,1,2024-04-01,0,2,0,SCKT
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,19,6,2025-02-01,0,4,0,FIVN
0,18,6,2025-01-01,0,4,0,FIVN
0,18,6,2024-12-01,0,4,0,FIVN
0,19,5,2024-11-01,0,5,0,FIVN
0,7,1,2025-02-01,1,3,0,TRTX
0,7,1,2025-01-01,1,3,0,TRTX
0,7,1,2024-12-01,1,3,0,TRTX
0,7,1,2024-11-01,1,3,0,TRTX
0,7,9,2025-02-01,1,4,0,TXT
0,8,8,2025-01-01,1,5,0,TXT
0,7,9,2024-12-01,1,5,0,TXT
0,7,9,2024-11-01,1,5,0,TXT
0,5,2,2025-02-01,0,2,0,TBN
0,4,1,2025-01-01,0,1,0,TBN
0,4,1,2024-12-01,0,1,0,TBN
0,4,1,2024-11-01,0,1,0,TBN
0,15,16,2025-02-01,3,8,2,SBUX
0,15,17,2025-01-01,2,8,2,SBUX
0,16,16,2024-12-01,2,8,2,SBUX
0,16,17,2024-11-01,0,8,2,SBUX
0,8,2,2025-02-01,0,4,0,AER
0,9,2,2025-01-01,0,4,0,AER
0,9,2,2024-12-01,0,4,0,AER
0,8,2,2024-11-01,0,4,0,AER
0,4,1,2025-02-01,0,2,0,RIME
0,4,1,2025-01-01,0,2,0,RIME
0,4,1,2024-12-01,0,2,0,RIME
0,4,1,2024-11-01,0,2,0,RIME
0,4,1,2025-02-01,0,2,0,IDAI
0,4,1,2025-01-01,0,2,0,IDAI
0,4,1,2024-12-01,0,2,0,IDAI
0,4,1,2024-11-01,0,2,0,IDAI
0,8,4,2025-02-01,1,5,0,OI
0,8,4,2025-01-01,1,5,0,OI
0,8,4,2024-12-01,1,5,0,OI
0,8,4,2024-11-01,1,5,0,OI
0,11,9,2025-02-01,0,4,0,6146.T
0,12,7,2025-01-01,0,5,0,6146.T
0,11,7,2024-12-01,0,5,0,6146.T
0,10,8,2024-11-01,0,5,0,6146.T
0,25,13,2025-02-01,3,12,1,AAPL
0,26,13,2025-01-01,2,14,0,AAPL
0,26,13,2024-12-01,2,14,0,AAPL
0,27,12,2024-11-01,2,13,0,AAPL
0,3,1,2025-02-01,0,2,0,ACU
0,3,1,2025-01-01,0,2,0,ACU
0,3,1,2024-12-01,0,2,0,ACU
0,4,1,2024-11-01,0,1,0,ACU
0,9,7,2025-02-01,0,5,0,BECN
0,10,6,2025-01-01,0,4,0,BECN
0,10,6,2024-12-01,0,4,0,BECN
0,10,6,2024-11-01,0,4,0,BECN
0,0,2,2025-02-01,5,0,2,TPIA.JK
0,0,2,2025-01-01,6,0,2,TPIA.JK
0,0,2,2024-12-01,6,0,2,TPIA.JK
0,0,2,2024-11-01,6,0,2,TPIA.JK
0,10,4,2025-02-01,0,5,0,RCUS
0,10,4,2025-01-01,0,5,0,RCUS
0,10,4,2024-12-01,0,5,0,RCUS
0,10,4,2024-11-01,0,5,0,RCUS
0,5,2,2025-02-01,0,3,0,CVLG
0,5,2,2025-01-01,0,3,0,CVLG
0,5,2,2024-12-01,0,3,0,CVLG
0,5,2,2024-11-01,0,3,0,CVLG
0,2,13,2025-02-01,5,0,3,GO
0,2,13,2025-01-01,5,0,3,GO
0,2,13,2024-12-01,5,0,3,GO
0,7,11,2024-11-01,2,3,0,GO
0,8,19,2025-02-01,2,6,0,ZBH
0,8,19,2025-01-01,2,6,0,ZBH
0,7,20,2024-12-01,2,6,0,ZBH
0,7,20,2024-11-01,2,6,0,ZBH
0,8,1,2025-02-01,0,4,0,9658.HK
0,8,1,2025-01-01,0,4,0,9658.HK
0,8,1,2024-12-01,0,4,0,9658.HK
0,8,1,2024-11-01,0,4,0,9658.HK
0,10,2,2025-02-01,1,3,0,PATK
0,10,2,2025-01-01,1,3,0,PATK
0,10,2,2024-12-01,1,3,0,PATK
0,10,2,2024-11-01,1,3,0,PATK
0,4,2,2025-02-01,0,3,0,DIBS
0,4,2,2025-01-01,0,3,0,DIBS
0,4,2,2024-12-01,0,3,0,DIBS
0,4,2,2024-11-01,0,3,0,DIBS
0,4,1,2025-02-01,0,2,0,SLGL
0,5,1,2025-01-01,0,2,0,SLGL
0,5,1,2024-12-01,0,2,0,SLGL
0,5,1,2024-11-01,0,2,0,SLGL
0,7,10,2025-02-01,3,3,0,ACA.PA
0,7,11,2025-01-01,3,3,0,ACA.PA
0,8,10,2024-12-01,3,3,0,ACA.PA
0,8,9,2024-11-01,3,4,0,ACA.PA
0,0,12,2025-02-01,2,0,2,H.TO
0,0,12,2025-01-01,2,0,2,H.TO
0,0,12,2024-12-01,2,0,2,H.TO
0,0,12,2024-11-01,1,0,2,H.TO
0,8,1,2025-02-01,0,5,0,CELC
0,8,1,2025-01-01,0,5,0,CELC
0,8,1,2024-12-01,0,5,0,CELC
0,8,1,2024-11-01,0,5,0,CELC
0,0,5,2025-02-01,4,0,1,NUS
0,0,5,2025-01-01,4,0,1,NUS
0,0,5,2024-12-01,4,0,1,NUS
0,0,5,2024-11-01,4,0,1,NUS
0,9,4,2025-02-01,0,4,0,RGA
0,9,4,2025-01-01,0,4,0,RGA
0,9,4,2024-12-01,0,4,0,RGA
0,9,4,2024-11-01,0,4,0,RGA
0,5,1,2025-02-01,0,2,0,FPAY
0,6,1,2025-01-01,0,2,0,FPAY
0,6,1,2024-12-01,0,2,0,FPAY
0,6,1,2024-11-01,0,2,0,FPAY
0,3,2,2025-02-01,0,1,0,TMP
0,3,2,2025-01-01,0,1,0,TMP
0,3,1,2024-12-01,0,1,0,TMP
0,3,1,2024-11-01,0,1,0,TMP
0,3,1,2025-02-01,0,3,0,CLYM
0,3,1,2025-01-01,0,3,0,CLYM
0,0,3,2023-11-01,1,0,2,CLYM
0,0,3,2023-10-01,1,0,2,CLYM
0,5,2,2025-02-01,0,1,0,BTM
0,5,2,2025-01-01,0,1,0,BTM
0,5,2,2024-12-01,0,1,0,BTM
0,5,2,2024-11-01,0,1,0,BTM
0,6,1,2025-02-01,0,2,0,SMSI
0,6,1,2025-01-01,0,2,0,SMSI
0,6,1,2024-12-01,0,2,0,SMSI
0,6,1,2024-11-01,0,2,0,SMSI
0,7,2,2025-02-01,0,4,0,KSPI
0,8,2,2025-01-01,0,4,0,KSPI
0,8,2,2024-12-01,0,4,0,KSPI
0,8,2,2024-11-01,0,3,0,KSPI
0,4,1,2023-09-01,0,2,0,AGFY
0,4,1,2023-08-01,0,2,0,AGFY
0,4,1,2023-07-01,0,2,0,AGFY
0,4,1,2023-06-01,0,2,0,AGFY
0,4,3,2025-02-01,0,1,0,SIL.TO
0,5,4,2025-01-01,0,1,0,SIL.TO
0,5,4,2024-12-01,0,1,0,SIL.TO
0,5,5,2024-11-01,0,1,0,SIL.TO
0,7,6,2025-02-01,2,3,0,ADRO.JK
0,7,7,2025-01-01,1,3,0,ADRO.JK
0,7,6,2024-12-01,2,3,0,ADRO.JK
0,7,5,2024-11-01,1,5,0,ADRO.JK
0,7,14,2025-02-01,1,2,0,LLOY.L
0,7,13,2025-01-01,1,2,0,LLOY.L
0,7,13,2024-12-01,1,2,0,LLOY.L
0,7,13,2024-11-01,1,2,0,LLOY.L
0,6,1,2025-02-01,0,2,0,LVO
0,6,1,2025-01-01,0,2,0,LVO
0,6,1,2024-12-01,0,2,0,LVO
0,6,1,2024-11-01,0,2,0,LVO
0,10,1,2025-02-01,0,7,0,ARCT
0,10,1,2025-01-01,0,6,0,ARCT
0,10,1,2024-12-01,0,6,0,ARCT
0,10,1,2024-11-01,0,6,0,ARCT
0,8,1,2025-02-01,0,4,0,CLSD
0,8,1,2025-01-01,0,4,0,CLSD
0,8,1,2024-12-01,0,4,0,CLSD
0,8,1,2024-11-01,0,4,0,CLSD
0,4,5,2025-02-01,0,3,0,HSTM
0,4,5,2025-01-01,0,3,0,HSTM
0,5,5,2024-12-01,0,3,0,HSTM
0,5,5,2024-11-01,0,3,0,HSTM
0,0,5,2025-02-01,1,0,2,CBFV
0,0,5,2025-01-01,1,0,2,CBFV
0,0,5,2024-12-01,1,0,2,CBFV
0,0,5,2024-11-01,1,0,2,CBFV
0,4,3,2025-02-01,0,2,0,MSA
0,4,3,2025-01-01,0,2,0,MSA
0,3,2,2024-12-01,0,2,0,MSA
0,2,2,2024-11-01,0,2,0,MSA
0,4,2,2025-02-01,0,2,0,DXLG
0,4,2,2025-01-01,0,2,0,DXLG
0,4,2,2024-12-01,0,2,0,DXLG
0,4,2,2024-11-01,0,2,0,DXLG
0,8,3,2025-02-01,0,1,0,EFX.TO
0,8,4,2025-01-01,0,1,0,EFX.TO
0,8,4,2024-12-01,0,1,0,EFX.TO
0,8,4,2024-11-01,0,1,0,EFX.TO
0,0,6,2025-02-01,3,0,2,ACDC
0,0,6,2025-01-01,3,0,2,ACDC
0,0,7,2024-12-01,2,0,2,ACDC
0,1,6,2024-11-01,2,0,2,ACDC
0,3,7,2025-02-01,0,2,1,OZK
0,1,7,2025-01-01,5,1,2,OZK
0,1,7,2024-12-01,5,1,2,OZK
0,1,8,2024-11-01,5,1,2,OZK
0,9,9,2025-02-01,1,6,0,SN.L
0,9,9,2025-01-01,1,6,0,SN.L
0,9,9,2024-12-01,1,6,0,SN.L
0,11,8,2024-11-01,0,6,0,SN.L
0,3,1,2025-02-01,0,3,0,TOUR
0,3,1,2025-01-01,0,3,0,TOUR
0,3,1,2024-12-01,0,3,0,TOUR
0,3,1,2024-11-01,0,3,0,TOUR
0,8,4,2025-02-01,0,6,0,CBRE
0,6,6,2025-01-01,0,6,0,CBRE
0,4,7,2024-12-01,0,6,0,CBRE
0,4,7,2024-11-01,0,6,0,CBRE
0,4,1,2024-03-01,0,2,0,SRAX
0,4,1,2024-02-01,0,2,0,SRAX
0,4,1,2024-01-01,0,2,0,SRAX
0,4,1,2023-12-01,0,2,0,SRAX
0,4,1,2024-05-01,0,2,0,XWEL
0,4,1,2024-04-01,0,2,0,XWEL
0,4,1,2024-03-01,0,2,0,XWEL
0,4,1,2024-02-01,0,2,0,XWEL
0,6,3,2025-02-01,0,5,0,LKQ
0,6,3,2025-01-01,0,5,0,LKQ
0,6,3,2024-12-01,0,5,0,LKQ
0,6,3,2024-11-01,0,5,0,LKQ
0,9,14,2025-02-01,0,5,0,JNJ
0,10,14,2025-01-01,0,6,0,JNJ
0,11,13,2024-12-01,0,6,0,JNJ
0,11,13,2024-11-01,0,5,0,JNJ
0,7,10,2025-02-01,2,5,0,PAA
0,6,11,2025-01-01,2,4,0,PAA
0,8,9,2024-12-01,2,4,0,PAA
0,8,9,2024-11-01,2,4,0,PAA
0,8,4,2025-02-01,1,3,0,FN
0,8,4,2025-01-01,1,3,0,FN
0,8,4,2024-12-01,1,3,0,FN
0,8,4,2024-11-01,0,3,0,FN
0,4,1,2023-09-01,0,2,0,CAAS
0,4,1,2023-08-01,0,2,0,CAAS
0,4,1,2023-07-01,0,2,0,CAAS
0,4,1,2023-06-01,0,2,0,CAAS
0,4,1,2025-02-01,0,2,0,ISDR
0,4,1,2025-01-01,0,2,0,ISDR
0,4,1,2024-12-01,0,2,0,ISDR
0,4,1,2024-11-01,0,2,0,ISDR
0,6,1,2025-02-01,0,2,0,VANI
0,6,1,2025-01-01,0,2,0,VANI
0,6,1,2025-01-01,0,2,0,VANI
0,6,1,2024-12-01,0,2,0,VANI
0,6,2,2025-02-01,0,4,0,SOPH
0,5,2,2025-01-01,0,4,0,SOPH
0,5,2,2024-12-01,0,4,0,SOPH
0,5,2,2024-11-01,0,4,0,SOPH
0,4,3,2025-02-01,0,2,0,BOOM
0,4,3,2025-01-01,0,2,0,BOOM
0,4,3,2024-12-01,0,2,0,BOOM
0,4,2,2024-11-01,0,3,0,BOOM
0,14,6,2025-02-01,0,5,0,INSP
0,14,6,2025-01-01,0,5,0,INSP
0,14,6,2024-12-01,0,5,0,INSP
0,13,8,2024-11-01,0,4,0,INSP
0,3,1,2025-02-01,1,5,1,CCSI
0,3,1,2025-01-01,1,5,1,CCSI
0,3,1,2024-12-01,1,5,1,CCSI
0,3,1,2024-11-01,1,5,1,CCSI
0,13,1,2025-02-01,0,5,1,601857.SS
0,14,1,2025-01-01,1,5,1,601857.SS
0,14,1,2024-12-01,1,6,1,601857.SS
0,14,1,2024-11-01,1,8,1,601857.SS
0,9,1,2025-02-01,0,5,0,TRVI
0,9,1,2025-01-01,0,5,0,TRVI
0,9,1,2024-12-01,0,5,0,TRVI
0,9,1,2024-11-01,0,5,0,TRVI
0,0,3,2025-02-01,1,0,2,IIIN
0,0,3,2025-01-01,1,0,2,IIIN
0,0,3,2024-12-01,1,0,2,IIIN
0,0,3,2024-11-01,1,0,2,IIIN
0,4,5,2025-02-01,0,3,0,SAR
0,4,5,2025-01-01,0,3,0,SAR
0,3,5,2024-12-01,0,3,0,SAR
0,3,5,2024-11-01,0,3,0,SAR
0,3,1,2025-02-01,0,3,0,AXDX
0,3,1,2025-01-01,0,3,0,AXDX
0,3,1,2024-12-01,0,3,0,AXDX
0,3,1,2024-11-01,0,3,0,AXDX
0,15,6,2025-02-01,0,8,0,FOUR
0,16,7,2025-01-01,0,8,0,FOUR
0,18,4,2024-12-01,0,9,0,FOUR
0,18,4,2024-11-01,0,9,0,FOUR
0,4,1,2025-02-01,0,2,0,PULM
0,4,1,2025-01-01,0,2,0,PULM
0,4,1,2024-12-01,0,2,0,PULM
0,4,1,2024-11-01,0,2,0,PULM
0,9,5,2025-02-01,0,4,0,KTOS
0,9,6,2025-01-01,0,4,0,KTOS
0,9,6,2024-12-01,0,4,0,KTOS
0,9,6,2024-11-01,0,4,0,KTOS
0,11,4,2025-02-01,0,6,0,OLLI
0,11,4,2025-01-01,0,6,0,OLLI
0,12,3,2024-12-01,0,5,1,OLLI
0,12,3,2024-11-01,0,5,1,OLLI
0,0,3,2025-02-01,1,0,2,ALVR
0,0,3,2025-01-01,1,0,2,ALVR
0,0,3,2024-12-01,1,0,2,ALVR
0,0,4,2024-11-01,3,0,2,ALVR
0,0,11,2025-02-01,2,0,2,INFN
0,0,12,2025-01-01,2,0,2,INFN
0,0,12,2024-12-01,2,0,2,INFN
0,1,11,2024-11-01,2,0,2,INFN
0,4,3,2025-02-01,0,2,0,HYPR
0,4,3,2025-01-01,0,2,0,HYPR
0,4,3,2024-12-01,0,2,0,HYPR
0,4,3,2024-11-01,0,2,0,HYPR
0,5,4,2025-02-01,2,4,0,600029.SS
0,5,2,2025-01-01,4,4,0,600029.SS
0,6,2,2024-12-01,4,4,0,600029.SS
0,6,2,2024-11-01,3,5,0,600029.SS
0,5,1,2021-12-01,0,3,0,IMKTA
0,5,1,2021-11-01,0,3,0,IMKTA
0,5,1,2021-10-01,0,3,0,IMKTA
0,5,1,2021-09-01,0,3,0,IMKTA
0,8,12,2025-02-01,1,4,0,FBIN
0,7,13,2025-01-01,1,4,0,FBIN
0,7,13,2024-12-01,1,4,0,FBIN
0,7,13,2024-11-01,1,4,0,FBIN
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,5,1,2025-02-01,0,3,0,HTLF
0,5,2,2025-01-01,0,3,0,HTLF
0,5,2,2024-12-01,0,3,0,HTLF
0,5,2,2024-11-01,0,3,0,HTLF
0,10,3,2025-02-01,1,2,0,4689.T
0,10,3,2025-01-01,1,2,0,4689.T
0,9,4,2024-12-01,1,2,0,4689.T
0,9,4,2024-11-01,1,2,0,4689.T
0,6,2,2025-02-01,0,2,0,PYPD
0,6,2,2025-01-01,0,2,0,PYPD
0,6,2,2024-12-01,0,2,0,PYPD
0,5,2,2024-11-01,0,2,0,PYPD
0,15,4,2025-02-01,0,5,0,6902.T
0,15,5,2025-01-01,0,5,0,6902.T
0,14,5,2024-12-01,0,5,0,6902.T
0,14,5,2024-11-01,0,5,0,6902.T
0,9,8,2025-02-01,0,4,1,RACE.MI
0,8,9,2025-01-01,0,4,1,RACE.MI
0,8,9,2024-12-01,0,4,1,RACE.MI
0,8,8,2024-11-01,0,4,1,RACE.MI
0,0,16,2025-02-01,3,1,3,PAYX
0,0,17,2025-01-01,3,1,3,PAYX
0,0,17,2024-12-01,3,1,3,PAYX
0,0,17,2024-11-01,3,1,3,PAYX
0,0,2,2022-09-01,1,0,3,BEST
0,0,2,2022-08-01,1,0,3,BEST
0,0,2,2022-07-01,1,0,3,BEST
0,0,2,2022-06-01,1,0,3,BEST
0,17,1,2025-02-01,0,12,0,9961.HK
0,15,1,2025-01-01,0,12,0,9961.HK
0,15,1,2024-12-01,0,12,0,9961.HK
0,15,2,2024-11-01,0,9,0,9961.HK
0,14,4,2025-02-01,0,6,0,NG.L
0,14,5,2025-01-01,0,5,0,NG.L
0,13,5,2024-12-01,0,5,0,NG.L
0,13,5,2024-11-01,0,5,0,NG.L
0,0,3,2022-11-01,4,0,1,PRT
0,0,3,2022-10-01,4,0,1,PRT
0,0,3,2022-09-01,4,0,1,PRT
0,0,3,2022-08-01,4,0,1,PRT
0,20,15,2025-02-01,0,9,0,MCD
0,20,16,2025-01-01,0,8,0,MCD
0,20,16,2024-12-01,0,8,0,MCD
0,20,16,2024-11-01,0,8,0,MCD
0,4,1,2025-02-01,0,3,0,REKR
0,4,1,2025-01-01,0,3,0,REKR
0,4,1,2024-12-01,0,3,0,REKR
0,4,1,2024-11-01,0,3,0,REKR
0,7,17,2025-02-01,2,2,0,ZION
0,2,21,2025-01-01,3,0,2,ZION
0,2,21,2024-12-01,3,0,2,ZION
0,2,22,2024-11-01,3,0,2,ZION
0,4,7,2025-02-01,0,2,0,TMCI
0,4,7,2025-01-01,0,2,0,TMCI
0,0,8,2024-12-01,1,0,2,TMCI
0,0,8,2024-11-01,1,0,2,TMCI
0,9,4,2025-02-01,0,4,0,RGA
0,9,4,2025-01-01,0,4,0,RGA
0,9,4,2024-12-01,0,4,0,RGA
0,9,4,2024-11-01,0,4,0,RGA
0,5,5,2025-02-01,1,5,0,SITE
0,5,5,2025-01-01,1,5,0,SITE
0,5,6,2024-12-01,1,4,0,SITE
0,5,6,2024-11-01,1,4,0,SITE
0,3,2,2025-02-01,0,3,0,DLB
0,3,2,2025-01-01,0,3,0,DLB
0,3,2,2024-12-01,0,3,0,DLB
0,3,2,2024-11-01,0,3,0,DLB
0,9,9,2025-02-01,1,2,0,BRO
0,10,8,2025-01-01,1,2,0,BRO
0,8,9,2024-12-01,1,2,0,BRO
0,8,9,2024-11-01,1,2,0,BRO
0,2,7,2025-02-01,8,2,4,AI
0,2,6,2025-01-01,9,2,4,AI
0,2,8,2024-12-01,7,2,4,AI
0,2,8,2024-11-01,7,2,4,AI
0,10,11,2025-02-01,2,3,0,TRP.TO
0,10,10,2025-01-01,2,3,0,TRP.TO
0,10,10,2024-12-01,2,3,0,TRP.TO
0,11,10,2024-11-01,1,3,0,TRP.TO
0,5,11,2025-02-01,2,4,0,EDIT
0,5,13,2025-01-01,2,4,0,EDIT
0,9,10,2024-12-01,1,5,0,EDIT
0,9,10,2024-11-01,0,6,0,EDIT
0,10,2,2025-02-01,0,3,0,LFMD
0,10,2,2025-01-01,0,3,0,LFMD
0,9,1,2024-12-01,0,3,0,LFMD
0,9,1,2024-11-01,0,3,0,LFMD
0,10,2,2025-02-01,0,6,0,WAL
0,11,3,2025-01-01,0,6,0,WAL
0,11,3,2024-12-01,0,6,0,WAL
0,12,3,2024-11-01,0,6,0,WAL
0,9,3,2025-02-01,1,8,0,1519.HK
0,9,3,2025-01-01,0,7,0,1519.HK
0,9,3,2024-12-01,0,7,0,1519.HK
0,8,3,2024-11-01,0,6,0,1519.HK
0,10,10,2025-02-01,0,4,0,AIG
0,11,8,2025-01-01,0,4,0,AIG
0,11,8,2024-12-01,0,4,0,AIG
0,11,8,2024-11-01,0,4,0,AIG
0,4,1,2025-02-01,0,2,0,PMNT
0,4,1,2025-01-01,0,2,0,PMNT
0,4,1,2024-12-01,0,2,0,PMNT
0,4,1,2024-11-01,0,2,0,PMNT
0,2,22,2025-02-01,9,0,1,KER.PA
0,2,23,2025-01-01,9,0,1,KER.PA
0,2,24,2024-12-01,8,0,1,KER.PA
0,2,24,2024-11-01,8,0,1,KER.PA
0,4,4,2025-02-01,0,3,0,NSIT
0,4,5,2025-01-01,0,3,0,NSIT
0,4,5,2024-12-01,0,3,0,NSIT
0,3,5,2024-11-01,0,3,0,NSIT
0,3,2,2025-02-01,0,3,0,SFL
0,3,2,2025-01-01,0,3,0,SFL
0,3,2,2024-12-01,0,3,0,SFL
0,3,3,2024-11-01,0,2,0,SFL
0,4,1,2025-02-01,0,2,0,PDEX
0,4,1,2025-01-01,0,2,0,PDEX
0,4,1,2024-12-01,0,2,0,PDEX
0,4,1,2024-11-01,0,2,0,PDEX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
0,4,1,2025-01-01,0,2,0,NIXX
0,4,1,2024-12-01,0,2,0,NIXX
0,4,1,2024-11-01,0,2,0,NIXX
0,4,1,2025-02-01,0,2,0,NIXX
